ensemble_size,max_superdroplets,time_s,metric,full50_point_estimate,projected_95ci_low,projected_95ci_high,projected_95ci_half_width,accuracy_margin,precision_margin,accuracy_pass,precision_pass
5,4096,3600.0,ensemble_mean_l1_bins_500,0.054550185676872184,0.15040298107808542,0.22272710393848127,0.03616206143019793,0.05,0.01,False,False
5,4096,3600.0,golovin_relative_error_radius_moment_0_m3,0.0018136588009873588,-0.03578752353425356,0.03941484113622827,0.037601182335240915,0.05,0.025,True,False
5,4096,3600.0,golovin_relative_error_radius_moment_6_um6_m3,-0.012661218297954292,-0.21465394604274013,0.18933150944683153,0.20199272774478583,0.05,0.05,False,False
5,8192,600.0,ensemble_mean_l1_bins_500,0.023856110977279375,0.06978917938187747,0.10525423062489923,0.017732525621510883,0.05,0.01,False,False
5,8192,600.0,golovin_relative_error_radius_moment_0_m3,-0.00012581133933178945,-0.01885452811674153,0.018602905438077952,0.01872871677740974,0.05,0.025,True,True
5,8192,600.0,golovin_relative_error_radius_moment_6_um6_m3,-0.0005181479890643614,-0.05382555339567372,0.052789257417545,0.05330740540660936,0.05,0.05,False,False
5,8192,1200.0,ensemble_mean_l1_bins_500,0.02887095324483043,0.07211478485250708,0.1063165294640624,0.017100872305777663,0.05,0.01,False,False
5,8192,1200.0,golovin_relative_error_radius_moment_0_m3,-0.00032039420523492177,-0.025009241796283402,0.02436845338581356,0.02468884759104848,0.05,0.025,True,True
5,8192,1200.0,golovin_relative_error_radius_moment_6_um6_m3,0.00820325643041058,-0.06418513170142917,0.08059164456225032,0.07238838813183975,0.05,0.05,False,False
5,8192,1800.0,ensemble_mean_l1_bins_500,0.026816414537271398,0.07584722117611355,0.11004606936766047,0.01709942409577346,0.05,0.01,False,False
5,8192,1800.0,golovin_relative_error_radius_moment_0_m3,0.0007651592826954179,-0.024398534575382342,0.025928853140773176,0.02516369385807776,0.05,0.025,True,False
5,8192,1800.0,golovin_relative_error_radius_moment_6_um6_m3,0.002520720798826119,-0.09162507449974794,0.09666651609740018,0.09414579529857406,0.05,0.05,False,False
5,8192,2400.0,ensemble_mean_l1_bins_500,0.026740003816950773,0.07925328018166401,0.11645071950789673,0.01859871966311636,0.05,0.01,False,False
5,8192,2400.0,golovin_relative_error_radius_moment_0_m3,0.0024996036528556064,-0.02570460566948047,0.03070381297519168,0.028204209322336075,0.05,0.025,True,False
5,8192,2400.0,golovin_relative_error_radius_moment_6_um6_m3,-0.007195716438528568,-0.12231444984538493,0.1079230169683278,0.11511873340685637,0.05,0.05,False,False
5,8192,3000.0,ensemble_mean_l1_bins_500,0.03351883914454653,0.09293231629081712,0.13826207272157173,0.022664878215377306,0.05,0.01,False,False
5,8192,3000.0,golovin_relative_error_radius_moment_0_m3,0.0017585583220657952,-0.025478920443241068,0.028996037087372657,0.027237478765306862,0.05,0.025,True,False
5,8192,3000.0,golovin_relative_error_radius_moment_6_um6_m3,-0.005873826365185673,-0.13863632698653774,0.12688867425616637,0.13276250062135206,0.05,0.05,False,False
5,8192,3600.0,ensemble_mean_l1_bins_500,0.039312524095608634,0.10845690922249576,0.15953086124487487,0.025536976011189552,0.05,0.01,False,False
5,8192,3600.0,golovin_relative_error_radius_moment_0_m3,0.0016955785385529333,-0.025689061003057515,0.029080218080163384,0.02738463954161045,0.05,0.025,True,False
5,8192,3600.0,golovin_relative_error_radius_moment_6_um6_m3,-0.0012606521758226296,-0.16940926747965787,0.1668879631280126,0.16814861530383524,0.05,0.05,False,False
5,16384,600.0,ensemble_mean_l1_bins_500,0.019379979350067016,0.049618815825317415,0.07542671940139589,0.012903951788039238,0.05,0.01,False,False
5,16384,600.0,golovin_relative_error_radius_moment_0_m3,0.00037794263538314164,-0.011679202526380767,0.012435087797147049,0.012057145161763908,0.05,0.025,True,True
5,16384,600.0,golovin_relative_error_radius_moment_6_um6_m3,0.005964292731297449,-0.03660779450530119,0.04853637996789609,0.04257208723659864,0.05,0.05,True,True
