case_index	run_label	matrix_stage	initialization_family	kernel	max_superdroplets	collision_timestep_s	observation_timestep_s	end_time_s	model_threads	member_index	initialization_seed	collision_seed	controlled_bundle_label
234	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m034	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	34	not_applicable	8900724976087951803	golovin_controlled_highres_N065536_v1
235	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m035	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	35	not_applicable	17254845844353373157	golovin_controlled_highres_N065536_v1
236	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m036	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	36	not_applicable	2952621051045613411	golovin_controlled_highres_N065536_v1
237	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m037	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	37	not_applicable	9282722431705742662	golovin_controlled_highres_N065536_v1
238	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m038	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	38	not_applicable	11919717630732525596	golovin_controlled_highres_N065536_v1
239	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m039	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	39	not_applicable	4563072325565531226	golovin_controlled_highres_N065536_v1
240	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m040	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	40	not_applicable	7819486835057081931	golovin_controlled_highres_N065536_v1
241	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m041	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	41	not_applicable	6197962639028363425	golovin_controlled_highres_N065536_v1
242	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m042	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	42	not_applicable	15470252083893123602	golovin_controlled_highres_N065536_v1
243	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m043	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	43	not_applicable	4078355294559018848	golovin_controlled_highres_N065536_v1
244	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m044	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	44	not_applicable	16548541098095033663	golovin_controlled_highres_N065536_v1
245	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m045	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	45	not_applicable	8167356830791711187	golovin_controlled_highres_N065536_v1
246	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m046	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	46	not_applicable	12444006076036936461	golovin_controlled_highres_N065536_v1
247	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m047	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	47	not_applicable	17045865935502162493	golovin_controlled_highres_N065536_v1
248	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m048	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	48	not_applicable	2763028171703174485	golovin_controlled_highres_N065536_v1
249	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m049	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	49	not_applicable	8292852018101552494	golovin_controlled_highres_N065536_v1
250	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m050	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	50	not_applicable	8670268487475743983	golovin_controlled_highres_N065536_v1
251	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m051	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	51	not_applicable	16994017902033030561	golovin_controlled_highres_N065536_v1
252	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m052	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	52	not_applicable	4408569597284444357	golovin_controlled_highres_N065536_v1
253	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m053	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	53	not_applicable	5038484612860601277	golovin_controlled_highres_N065536_v1
254	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m054	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	54	not_applicable	2108909171233664066	golovin_controlled_highres_N065536_v1
255	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m055	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	55	not_applicable	825326433717818471	golovin_controlled_highres_N065536_v1
256	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m056	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	56	not_applicable	12982791602008689367	golovin_controlled_highres_N065536_v1
257	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m057	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	57	not_applicable	13462502212977699141	golovin_controlled_highres_N065536_v1
258	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m058	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	58	not_applicable	9559030350086334809	golovin_controlled_highres_N065536_v1
259	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m059	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	59	not_applicable	7355489629939035750	golovin_controlled_highres_N065536_v1
260	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m060	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	60	not_applicable	16778050303856073193	golovin_controlled_highres_N065536_v1
261	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m061	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	61	not_applicable	15010461185649932966	golovin_controlled_highres_N065536_v1
262	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m062	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	62	not_applicable	4510520984220739957	golovin_controlled_highres_N065536_v1
263	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m063	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	63	not_applicable	12413016010086695337	golovin_controlled_highres_N065536_v1
264	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m064	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	64	not_applicable	17475742780425217676	golovin_controlled_highres_N065536_v1
265	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m065	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	65	not_applicable	1769837615128393822	golovin_controlled_highres_N065536_v1
266	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m066	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	66	not_applicable	14727845624645195218	golovin_controlled_highres_N065536_v1
267	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m067	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	67	not_applicable	5524386552762748990	golovin_controlled_highres_N065536_v1
268	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m068	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	68	not_applicable	12469480621464001306	golovin_controlled_highres_N065536_v1
269	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m069	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	69	not_applicable	6176629465317873692	golovin_controlled_highres_N065536_v1
270	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m070	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	70	not_applicable	11648336117887039356	golovin_controlled_highres_N065536_v1
271	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m071	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	71	not_applicable	2216829903306194801	golovin_controlled_highres_N065536_v1
272	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m072	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	72	not_applicable	8929543695686992349	golovin_controlled_highres_N065536_v1
273	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m073	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	73	not_applicable	13136561798973990022	golovin_controlled_highres_N065536_v1
274	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m074	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	74	not_applicable	863870457056077146	golovin_controlled_highres_N065536_v1
275	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m075	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	75	not_applicable	18404174869856467511	golovin_controlled_highres_N065536_v1
276	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m076	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	76	not_applicable	17104166137153008819	golovin_controlled_highres_N065536_v1
277	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m077	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	77	not_applicable	1968075529783383446	golovin_controlled_highres_N065536_v1
278	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m078	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	78	not_applicable	5646238571988241642	golovin_controlled_highres_N065536_v1
279	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m079	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	79	not_applicable	15776498344096134254	golovin_controlled_highres_N065536_v1
280	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m080	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	80	not_applicable	9764020353020592748	golovin_controlled_highres_N065536_v1
281	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m081	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	81	not_applicable	7033521132446901573	golovin_controlled_highres_N065536_v1
282	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m082	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	82	not_applicable	1469670463256469976	golovin_controlled_highres_N065536_v1
283	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m083	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	83	not_applicable	11106675904167340044	golovin_controlled_highres_N065536_v1
284	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m084	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	84	not_applicable	10283050788149460837	golovin_controlled_highres_N065536_v1
285	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m085	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	85	not_applicable	6858163990177326957	golovin_controlled_highres_N065536_v1
286	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m086	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	86	not_applicable	7871861759627279355	golovin_controlled_highres_N065536_v1
287	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m087	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	87	not_applicable	14995149111354260615	golovin_controlled_highres_N065536_v1
288	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m088	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	88	not_applicable	7084224810109190442	golovin_controlled_highres_N065536_v1
289	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m089	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	89	not_applicable	2214162759851582997	golovin_controlled_highres_N065536_v1
290	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m090	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	90	not_applicable	17422128605888456394	golovin_controlled_highres_N065536_v1
291	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m091	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	91	not_applicable	3192095843755470973	golovin_controlled_highres_N065536_v1
292	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m092	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	92	not_applicable	3291971501448289597	golovin_controlled_highres_N065536_v1
293	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m093	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	93	not_applicable	18124543231332842878	golovin_controlled_highres_N065536_v1
294	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m094	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	94	not_applicable	1046278275361848909	golovin_controlled_highres_N065536_v1
295	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m095	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	95	not_applicable	7964153963617089764	golovin_controlled_highres_N065536_v1
296	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m096	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	96	not_applicable	541000427138431327	golovin_controlled_highres_N065536_v1
297	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m097	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	97	not_applicable	3067472790128320794	golovin_controlled_highres_N065536_v1
298	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m098	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	98	not_applicable	13665302146869519927	golovin_controlled_highres_N065536_v1
299	golovin_controlled_high_resolution_convergence_v1_N065536_dt0p1_m099	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	65536	0.1	300.0	3600.0	1	99	not_applicable	15808176607263152530	golovin_controlled_highres_N065536_v1
300	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m000	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	0	not_applicable	1428386923556916377	golovin_controlled_highres_N131072_v1
301	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m001	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	1	not_applicable	7984527046990194680	golovin_controlled_highres_N131072_v1
302	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m002	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	2	not_applicable	9232506809514145063	golovin_controlled_highres_N131072_v1
303	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m003	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	3	not_applicable	6852491670534785141	golovin_controlled_highres_N131072_v1
304	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m004	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	4	not_applicable	18242896876308164149	golovin_controlled_highres_N131072_v1
305	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m005	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	5	not_applicable	18082809182753348386	golovin_controlled_highres_N131072_v1
306	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m006	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	6	not_applicable	14252027090719507544	golovin_controlled_highres_N131072_v1
307	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m007	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	7	not_applicable	13908878403811653576	golovin_controlled_highres_N131072_v1
308	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m008	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	8	not_applicable	17536025476436344542	golovin_controlled_highres_N131072_v1
309	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m009	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	9	not_applicable	17377146451954358870	golovin_controlled_highres_N131072_v1
310	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m010	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	10	not_applicable	13800402116194950572	golovin_controlled_highres_N131072_v1
311	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m011	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	11	not_applicable	14596905440582334541	golovin_controlled_highres_N131072_v1
312	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m012	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	12	not_applicable	4224205868524761275	golovin_controlled_highres_N131072_v1
313	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m013	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	13	not_applicable	13927959602463158571	golovin_controlled_highres_N131072_v1
314	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m014	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	14	not_applicable	12440450261239036357	golovin_controlled_highres_N131072_v1
315	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m015	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	15	not_applicable	7215773313121979627	golovin_controlled_highres_N131072_v1
316	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m016	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	16	not_applicable	9848432866924663755	golovin_controlled_highres_N131072_v1
317	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m017	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	17	not_applicable	11902171331118232752	golovin_controlled_highres_N131072_v1
318	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m018	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	18	not_applicable	5452727434624993519	golovin_controlled_highres_N131072_v1
319	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m019	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	19	not_applicable	17615218600857908397	golovin_controlled_highres_N131072_v1
320	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m020	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	20	not_applicable	3389975897640160946	golovin_controlled_highres_N131072_v1
321	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m021	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	21	not_applicable	18233888853028552872	golovin_controlled_highres_N131072_v1
322	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m022	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	22	not_applicable	13663281803316752170	golovin_controlled_highres_N131072_v1
323	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m023	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	23	not_applicable	15787584347956461405	golovin_controlled_highres_N131072_v1
324	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m024	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	24	not_applicable	5503151990626466377	golovin_controlled_highres_N131072_v1
325	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m025	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	25	not_applicable	16380813737992275476	golovin_controlled_highres_N131072_v1
326	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m026	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	26	not_applicable	4049632577969711189	golovin_controlled_highres_N131072_v1
327	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m027	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	27	not_applicable	18157296668838368954	golovin_controlled_highres_N131072_v1
328	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m028	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	28	not_applicable	6994817850373517310	golovin_controlled_highres_N131072_v1
329	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m029	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	29	not_applicable	1945816877945387648	golovin_controlled_highres_N131072_v1
330	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m030	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	30	not_applicable	1073537067144546421	golovin_controlled_highres_N131072_v1
331	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m031	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	31	not_applicable	9568616554537359401	golovin_controlled_highres_N131072_v1
332	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m032	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	32	not_applicable	15632727976589934649	golovin_controlled_highres_N131072_v1
333	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m033	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	33	not_applicable	1967044372519050684	golovin_controlled_highres_N131072_v1
334	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m034	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	34	not_applicable	12906298622515984239	golovin_controlled_highres_N131072_v1
335	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m035	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	35	not_applicable	10737711674481514416	golovin_controlled_highres_N131072_v1
336	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m036	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	36	not_applicable	6295024692919120339	golovin_controlled_highres_N131072_v1
337	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m037	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	37	not_applicable	16070163804402370048	golovin_controlled_highres_N131072_v1
338	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m038	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	38	not_applicable	18417937522345312894	golovin_controlled_highres_N131072_v1
339	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m039	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	39	not_applicable	914243613615847296	golovin_controlled_highres_N131072_v1
340	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m040	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	40	not_applicable	8909120509617818507	golovin_controlled_highres_N131072_v1
341	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m041	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	41	not_applicable	13665144949043860522	golovin_controlled_highres_N131072_v1
342	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m042	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	42	not_applicable	16831478601031584616	golovin_controlled_highres_N131072_v1
343	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m043	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	43	not_applicable	17213712585325692822	golovin_controlled_highres_N131072_v1
344	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m044	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	44	not_applicable	3099417119234563980	golovin_controlled_highres_N131072_v1
345	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m045	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	45	not_applicable	7560985930709423248	golovin_controlled_highres_N131072_v1
346	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m046	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	46	not_applicable	16278876396492886857	golovin_controlled_highres_N131072_v1
347	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m047	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	47	not_applicable	10496016249991190040	golovin_controlled_highres_N131072_v1
348	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m048	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	48	not_applicable	15720085995419413931	golovin_controlled_highres_N131072_v1
349	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m049	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	49	not_applicable	10050926177045108767	golovin_controlled_highres_N131072_v1
350	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m050	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	50	not_applicable	13889256893131768563	golovin_controlled_highres_N131072_v1
351	golovin_controlled_high_resolution_convergence_v1_N131072_dt0p1_m051	golovin_controlled_high_resolution_convergence_v1	controlled	golovin	131072	0.1	300.0	3600.0	1	51	not_applicable	7072903411885546218	golovin_controlled_highres_N131072_v1
