lower_max_superdroplets,upper_max_superdroplets,time_s,metric,lower_n_members,upper_n_members,estimated_difference_lower_minus_upper,95ci_low,95ci_high,equivalence_margin,equivalence_pass
4096,8192,2400.0,ensemble_mean_l1_bins_1000,20,20,0.027685064006357597,0.011827728874500247,0.06354776202631199,0.01,False
4096,8192,2400.0,golovin_relative_error_radius_moment_0_m3,20,20,-0.0017920208210674916,-0.01720276010880537,0.013618718466670387,0.05,True
4096,8192,2400.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,0.033247019563168036,-0.029932512424534465,0.09642655155087054,0.1,True
4096,8192,3000.0,ensemble_mean_l1_bins_250,20,20,0.02067980778824352,0.00452961357450064,0.04475415516057058,0.01,False
4096,8192,3000.0,ensemble_mean_l1_bins_500,20,20,0.02246023348359926,0.0073378781345298716,0.054294342822997874,0.01,False
4096,8192,3000.0,ensemble_mean_l1_bins_1000,20,20,0.03312101956040729,0.014413336136076899,0.07170623656368048,0.01,False
4096,8192,3000.0,golovin_relative_error_radius_moment_0_m3,20,20,-0.0007904115364758268,-0.016782184646543876,0.015201361573592222,0.05,True
4096,8192,3000.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,0.04435836792656579,-0.033690895679491906,0.12240763153262349,0.1,False
4096,8192,3600.0,ensemble_mean_l1_bins_250,20,20,0.015963929133503398,-0.004006257018056418,0.042990755048307884,0.01,False
4096,8192,3600.0,ensemble_mean_l1_bins_500,20,20,0.01713255521912071,0.0008122386291519455,0.05721218261277807,0.01,False
4096,8192,3600.0,ensemble_mean_l1_bins_1000,20,20,0.02830236369586625,0.00956679435064558,0.07760478235894672,0.01,False
4096,8192,3600.0,golovin_relative_error_radius_moment_0_m3,20,20,-0.0016310813536697887,-0.01711673462947286,0.013854571922133282,0.05,True
4096,8192,3600.0,golovin_relative_error_radius_moment_6_um6_m3,20,20,-0.005673441772887838,-0.09286207768143584,0.08151519413566016,0.1,True
8192,16384,600.0,ensemble_mean_l1_bins_250,20,20,0.005109161705289984,-0.0036560173821307235,0.019386638852848418,0.01,False
8192,16384,600.0,ensemble_mean_l1_bins_500,20,20,0.008554604282126139,-0.00019499097268755363,0.024865042099535432,0.01,False
8192,16384,600.0,ensemble_mean_l1_bins_1000,20,20,0.01362873748970709,0.003124373168379753,0.036224055991436584,0.01,False
