matrix_stage,initialization_family,kernel,max_superdroplets,collision_timestep_s,observation_timestep_s,end_time_s,time_s,metric,n_total,n_valid,mean,sample_standard_deviation,standard_error,student_ci_low,student_ci_high,bootstrap_ci_low,bootstrap_ci_high,coefficient_of_variation
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,radius_moment_6_um6_m3,5,5,1.2236076275959813e+18,5.536182530980272e+16,2.475856095023745e+16,1.1548668422339533e+18,1.2923484129580093e+18,1.1816679655206208e+18,1.269105472410708e+18,0.04524475335167038
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,golovin_relative_error_radius_moment_0_m3,5,5,-0.007967267711948712,0.007974099877283043,0.003566125876995523,-0.01786842044765212,0.001933885023754696,-0.01401879043509049,-0.0017580263328672353,1.0008575292787119
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,golovin_relative_error_radius_moment_3_um3_m3,5,5,2.9729156698010683e-05,1.1486972439368916e-09,5.137130246019095e-10,2.972773040199805e-05,2.9730582994023315e-05,2.9728271582074582e-05,2.9730038826736305e-05,3.863874295545545e-05
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,golovin_relative_error_radius_moment_6_um6_m3,5,5,0.00033104646558239635,0.04525973146735357,0.020240767240877776,-0.05586633266580055,0.05652842559696534,-0.0339557176130989,0.0364963758037903,136.7171565711478
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,liquid_water_gm3,5,5,0.9982363471252272,1.1466372120700349e-09,5.12791750343888e-10,0.9982363457014891,0.9982363485489654,0.9982363462446804,0.9982363480057739,1.1486630549690764e-09
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,relative_liquid_mass_drift,5,5,-2.915707897344078e-10,1.1486630602884522e-09,5.136977372095836e-10,-1.7178243577611386e-09,1.1346827782923229e-09,-1.1766603025265e-09,5.905317124188514e-10,3.9395683680617353
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,mass_fraction_r_ge_cloud_threshold,5,5,0.953549982649321,0.0009622259216679795,0.000430320514112398,0.9523552213642474,0.9547447439343946,0.9528339316122221,0.9542803465217148,0.0010090985676435686
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,mass_fraction_r_ge_large_threshold,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,mass_fraction_r_ge_onset_threshold,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,mass_weighted_radius_q99_um,5,5,322.20086059570315,10.813422072734156,4.835909364806049,308.7742237106072,335.6274974807991,313.3212890625,330.65473022460935,0.03356112101234519
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,fixed_bin_mass_below_range_fraction,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,fixed_bin_mass_above_range_fraction,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,fixed_bin_mass_below_range_fraction_bins_250,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,fixed_bin_mass_below_range_fraction_bins_500,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,fixed_bin_mass_below_range_fraction_bins_1000,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
golovin_controlled_timestep_screen_v1,controlled,golovin,16384,0.1,300.0,3600.0,1500.0,fixed_bin_mass_above_range_fraction_bins_250,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan
