max_superdroplets,time_s,metric,n_members,estimate,95ci_low,95ci_high,95ci_half_width,accuracy_margin,precision_margin,accuracy_pass,precision_pass
65536,600.0,ensemble_mean_l1_bins_1000,100,0.009341422826196938,0.011490704460836302,0.014302300553874301,0.0014057980465189994,0.05,0.01,True,True
65536,600.0,golovin_relative_error_radius_moment_0_m3,100,-0.0003102140745708781,-0.0011941427175675352,0.0005737145684257788,0.000883928642996657,0.05,0.025,True,True
65536,600.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.0021359445070887016,-0.005031565686479542,0.0007596766723021388,0.00289562117939084,0.05,0.05,True,True
65536,1200.0,ensemble_mean_l1_bins_250,100,0.004800685073889319,0.005538517396277946,0.007994808563455833,0.0012281455835889436,0.05,0.01,True,True
65536,1200.0,ensemble_mean_l1_bins_500,100,0.007204346161711551,0.008464547490319978,0.011052530963507433,0.0012939917365937274,0.05,0.01,True,True
65536,1200.0,ensemble_mean_l1_bins_1000,100,0.00897386968836325,0.011580639824765692,0.01445176571764426,0.0014355629464392842,0.05,0.01,True,True
65536,1200.0,golovin_relative_error_radius_moment_0_m3,100,-0.00016829472168030768,-0.0013701707096094471,0.001033581266248832,0.0012018759879291396,0.05,0.025,True,True
65536,1200.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.002541858617251641,-0.006520978845622768,0.0014372616111194866,0.003979120228371128,0.05,0.05,True,True
65536,1800.0,ensemble_mean_l1_bins_250,100,0.009048257749313908,0.009208520509416234,0.01179932411317305,0.0012954018018784081,0.05,0.01,True,True
65536,1800.0,ensemble_mean_l1_bins_500,100,0.01022979846994103,0.011093497736205729,0.013636459276028728,0.0012714807699114993,0.05,0.01,True,True
65536,1800.0,ensemble_mean_l1_bins_1000,100,0.012586328013362662,0.014462953394361806,0.017137324448429688,0.001337185527033941,0.05,0.01,True,True
65536,1800.0,golovin_relative_error_radius_moment_0_m3,100,-0.0006974590383142853,-0.0019885895777219074,0.0005936715010933369,0.0012911305394076222,0.05,0.025,True,True
65536,1800.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.0029212121998885374,-0.007500443651803336,0.0016580192520262611,0.0045792314519147986,0.05,0.05,True,True
65536,2400.0,ensemble_mean_l1_bins_250,100,0.006958871266868327,0.007422122945077139,0.010049843262954722,0.0013138601589387914,0.05,0.01,True,True
65536,2400.0,ensemble_mean_l1_bins_500,100,0.008654185558312521,0.009829100181192537,0.01261969779305591,0.0013952988059316865,0.05,0.01,True,True
65536,2400.0,ensemble_mean_l1_bins_1000,100,0.01126280950582081,0.013519235165331695,0.016529457409323114,0.0015051111219957095,0.05,0.01,True,True
65536,2400.0,golovin_relative_error_radius_moment_0_m3,100,-0.000812743383218264,-0.002241965736845255,0.0006164789704087267,0.0014292223536269907,0.05,0.025,True,True
65536,2400.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.003803361689265714,-0.009505807202478444,0.0018990838239470158,0.00570244551321273,0.05,0.05,True,True
65536,3000.0,ensemble_mean_l1_bins_250,100,0.006280547219727198,0.007074720654203864,0.01042834239669528,0.0016768108712457075,0.05,0.01,True,True
65536,3000.0,ensemble_mean_l1_bins_500,100,0.007762083981354202,0.00975348981939482,0.01317970466385955,0.0017131074222323647,0.05,0.01,True,True
65536,3000.0,ensemble_mean_l1_bins_1000,100,0.011095753407334702,0.014379256199263944,0.01816219902666799,0.0018914714137020236,0.05,0.01,True,True
65536,3000.0,golovin_relative_error_radius_moment_0_m3,100,-0.001040449142966453,-0.0025189455153945923,0.0004380472294616862,0.0014784963724281393,0.05,0.025,True,True
65536,3000.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.004435763002215522,-0.01129282775833315,0.0024213017539021064,0.006857064756117628,0.05,0.05,True,True
65536,3600.0,ensemble_mean_l1_bins_250,100,0.0078024597997503635,0.008544652687198923,0.012229074079037196,0.001842210695919137,0.05,0.01,True,True
65536,3600.0,ensemble_mean_l1_bins_500,100,0.00982531963428725,0.0120619596215853,0.015638964818679664,0.0017885025985471823,0.05,0.01,True,True
65536,3600.0,ensemble_mean_l1_bins_1000,100,0.01309877960575731,0.017137019119835006,0.021274380789364673,0.0020686808347648335,0.05,0.01,True,True
65536,3600.0,golovin_relative_error_radius_moment_0_m3,100,-0.0012849210847544535,-0.002806882537567488,0.00023704036805858122,0.0015219614528130345,0.05,0.025,True,True
65536,3600.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.003122383453588584,-0.011599656871311818,0.005354889964134649,0.008477273417723233,0.05,0.05,True,True
131072,600.0,ensemble_mean_l1_bins_250,100,0.003043569834375269,0.0036311497972994927,0.005338949487435715,0.0008538998450681112,0.05,0.01,True,True
131072,600.0,ensemble_mean_l1_bins_500,100,0.0039187725903963725,0.005137228820841835,0.007006955220404235,0.0009348631997812,0.05,0.01,True,True
131072,600.0,ensemble_mean_l1_bins_1000,100,0.006769433115032967,0.008355346027508226,0.010273662646517294,0.0009591583095045339,0.05,0.01,True,True
131072,600.0,golovin_relative_error_radius_moment_0_m3,100,8.155013580061543e-05,-0.0006949127890250914,0.0008580130606263222,0.0007764629248257068,0.05,0.025,True,True
131072,600.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.0010348741722900124,-0.003113404476209426,0.001043656131629401,0.0020785303039194134,0.05,0.05,True,True
131072,1200.0,ensemble_mean_l1_bins_250,100,0.003789935799574038,0.004149820967321167,0.0059919596904940775,0.0009210693615864553,0.05,0.01,True,True
131072,1200.0,ensemble_mean_l1_bins_500,100,0.004617315337386137,0.005757903499860662,0.007682642788876541,0.0009623696445079395,0.05,0.01,True,True
131072,1200.0,ensemble_mean_l1_bins_1000,100,0.006659648081496524,0.008383488223048036,0.010390993753842158,0.001003752765397061,0.05,0.01,True,True
131072,1200.0,golovin_relative_error_radius_moment_0_m3,100,-0.00023901142748986693,-0.0012634457225968662,0.0007854228676171322,0.0010244342951069992,0.05,0.025,True,True
131072,1200.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.0007234679170306646,-0.00379039900624723,0.0023434631721859006,0.0030669310892165653,0.05,0.05,True,True
131072,1800.0,ensemble_mean_l1_bins_250,100,0.008311918079092392,0.008205428761983546,0.009969331758191431,0.0008819514981039424,0.05,0.01,True,True
131072,1800.0,ensemble_mean_l1_bins_500,100,0.008875301948060499,0.009380971216393492,0.01112768756936978,0.0008733581764881438,0.05,0.01,True,True
131072,1800.0,ensemble_mean_l1_bins_1000,100,0.00983024253792623,0.011039799140617524,0.012970901828772969,0.0009655513440777223,0.05,0.01,True,True
131072,1800.0,golovin_relative_error_radius_moment_0_m3,100,-0.0005763945398533843,-0.001669565139689781,0.0005167760599830125,0.0010931705998363968,0.05,0.025,True,True
131072,1800.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.0008139471980024315,-0.004270630348219928,0.0026427359522150644,0.003456683150217496,0.05,0.05,True,True
131072,2400.0,ensemble_mean_l1_bins_250,100,0.00638127843846207,0.006577721852716824,0.008149732302955306,0.0007860052251192412,0.05,0.01,True,True
131072,2400.0,ensemble_mean_l1_bins_500,100,0.0072672269222525685,0.00798506607472958,0.009734547223695371,0.0008747405744828959,0.05,0.01,True,True
131072,2400.0,ensemble_mean_l1_bins_1000,100,0.008736285284672851,0.010239636452772776,0.012362905892648691,0.0010616347199379579,0.05,0.01,True,True
131072,2400.0,golovin_relative_error_radius_moment_0_m3,100,-0.0007640001765475423,-0.001894635205352783,0.00036663485225769824,0.0011306350288052406,0.05,0.025,True,True
131072,2400.0,golovin_relative_error_radius_moment_6_um6_m3,100,-0.00193406438873027,-0.006062087866284016,0.002193959088823475,0.0041280234775537454,0.05,0.05,True,True
131072,3000.0,ensemble_mean_l1_bins_250,100,0.00483449255267508,0.005506373156502927,0.0075354257566147866,0.0010145263000559297,0.05,0.01,True,True
131072,3000.0,ensemble_mean_l1_bins_500,100,0.0057781926502808705,0.00740335470064376,0.009485887334992399,0.0010412663171743193,0.05,0.01,True,True
131072,3000.0,ensemble_mean_l1_bins_1000,100,0.008209874189007848,0.010507809404599415,0.012820899541756818,0.0011565450685787019,0.05,0.01,True,True
131072,3000.0,golovin_relative_error_radius_moment_0_m3,100,-0.000832578099265201,-0.0019868919191709895,0.00032173572064058754,0.0011543138199057886,0.05,0.025,True,True
131072,3000.0,golovin_relative_error_radius_moment_6_um6_m3,100,-3.328367781741615e-05,-0.004789252048050945,0.004722684692416113,0.004755968370233529,0.05,0.05,True,True
131072,3600.0,ensemble_mean_l1_bins_250,100,0.005015827997604434,0.005940818001670248,0.00862387508801483,0.0013415285431722908,0.05,0.01,True,True
131072,3600.0,ensemble_mean_l1_bins_500,100,0.007039327068442216,0.008487355630818072,0.011277018701119308,0.0013948315351506183,0.05,0.01,True,True
131072,3600.0,ensemble_mean_l1_bins_1000,100,0.009355947951651029,0.012191967339383552,0.015084570119826356,0.0014463013902214017,0.05,0.01,True,True
131072,3600.0,golovin_relative_error_radius_moment_0_m3,100,-0.0009300800241298302,-0.002111115437997788,0.0002509553897381277,0.001181035413867958,0.05,0.025,True,True
131072,3600.0,golovin_relative_error_radius_moment_6_um6_m3,100,0.0013178598396983631,-0.00448507555639259,0.007120795235789316,0.005802935396090953,0.05,0.05,True,True
