ensemble_size,log_radius_bins,lower_max_superdroplets,upper_max_superdroplets,time_s,metric,lower_estimate,upper_estimate,absolute_change,one_sided_95_upper_bound,minimum_worthwhile_improvement,diminishing_returns_pass
60,500,65536,131072,1800.0,golovin_relative_error_radius_moment_0_m3,-0.0005900125234390985,-0.0012249545695620571,0.0006349420461229586,0.002352471904552002,0.01,True
60,500,65536,131072,1800.0,golovin_relative_error_radius_moment_6_um6_m3,-0.00653418387421202,-0.0003099532608837626,0.006224230613328258,0.012166768568588676,0.01,False
60,500,65536,131072,2400.0,ensemble_mean_l1,0.011184939962752686,0.00795349635506417,0.0032314436076885163,0.0060009106155018924,0.01,True
60,500,65536,131072,2400.0,golovin_relative_error_radius_moment_0_m3,-0.000745672799492845,-0.0013933302382331666,0.0006476574387403216,0.002525969570290646,0.01,True
60,500,65536,131072,2400.0,golovin_relative_error_radius_moment_6_um6_m3,-0.006901514140327554,0.0008720085126411129,0.007773522652968668,0.015309662816879923,0.01,False
60,500,65536,131072,3000.0,ensemble_mean_l1,0.011707737921822002,0.007712058395787535,0.003995679526034467,0.007227670883212048,0.01,True
60,500,65536,131072,3000.0,golovin_relative_error_radius_moment_0_m3,-0.0007188941917639802,-0.0014219990788193174,0.0007031048870553371,0.0026592370267855257,0.01,True
60,500,65536,131072,3000.0,golovin_relative_error_radius_moment_6_um6_m3,-0.004898841039207874,0.0015326708501756103,0.006431511889383484,0.015575007465739836,0.01,False
60,500,65536,131072,3600.0,ensemble_mean_l1,0.013253129742344497,0.00987184945513563,0.0033812802872088665,0.007615698148330157,0.01,True
60,500,65536,131072,3600.0,golovin_relative_error_radius_moment_0_m3,-0.0008962174258742258,-0.0014430473762184425,0.0005468299503442167,0.002570037635926803,0.01,True
60,500,65536,131072,3600.0,golovin_relative_error_radius_moment_6_um6_m3,-0.004177020168322367,0.002637322366050959,0.006814342534373326,0.017702764288855796,0.01,False
80,500,16384,32768,600.0,ensemble_mean_l1,0.013996165912941953,0.010128357663277916,0.0038678082496640363,0.008743419805266911,0.01,True
80,500,16384,32768,600.0,golovin_relative_error_radius_moment_0_m3,7.920883968840914e-05,0.0014699674349003503,0.0013907585952119411,0.0037092475459778685,0.01,True
80,500,16384,32768,600.0,golovin_relative_error_radius_moment_6_um6_m3,0.005245413189520284,-0.0006820055715212895,0.005927418761041574,0.012196171268705718,0.01,False
80,500,16384,32768,1200.0,ensemble_mean_l1,0.01332392273660793,0.010779519362130788,0.002544403374477141,0.008056696268467103,0.01,True
80,500,16384,32768,1200.0,golovin_relative_error_radius_moment_0_m3,0.0018936166857684747,0.0005769341536542557,0.001316682532114219,0.004136203671135887,0.01,True
80,500,16384,32768,1200.0,golovin_relative_error_radius_moment_6_um6_m3,0.0014635700762343413,0.00035676289099039057,0.0011068071852439508,0.01060409558773735,0.01,False
80,500,16384,32768,1800.0,ensemble_mean_l1,0.017846575570254,0.01209544340367446,0.005751132166579541,0.009742771949420763,0.01,True
80,500,16384,32768,1800.0,golovin_relative_error_radius_moment_0_m3,0.00261029200591644,0.0011185569629749107,0.0014917350429415291,0.004538366022388203,0.01,True
80,500,16384,32768,1800.0,golovin_relative_error_radius_moment_6_um6_m3,-0.0018581374912274393,0.0014826278605643826,0.003340765351791822,0.014459372063814799,0.01,False
80,500,16384,32768,2400.0,ensemble_mean_l1,0.01664073736140169,0.011768730510380188,0.0048720068510215014,0.009847415160216838,0.01,True
