run_label,kernel,matrix_stage,initialization_family,matrix_case_index,member_index,initialization_seed,collision_seed,max_superdroplets,collision_timestep_s,observation_timestep_s,end_time_s,tail_onset_status,tail_onset_lower_bound_s,tail_onset_upper_bound_s,tail_onset_first_recorded_crossing_s,onset_radius_threshold_um,onset_mass_fraction,maximum_absolute_liquid_mass_drift,large_drop_threshold_um,mass_weighted_radius_quantile
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m062,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,62,62,not_applicable,16058657001768720068,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.57243870649404e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m063,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,63,63,not_applicable,9442084572888535956,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.697263079554091e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m064,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,64,64,not_applicable,736936497897908812,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,3.6338696496329703e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m065,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,65,65,not_applicable,2603802135273377049,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.28093632870241e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m066,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,66,66,not_applicable,17757724842586139373,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.974214208251169e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m067,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,67,67,not_applicable,14899842023308105857,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.966435874718343e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m068,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,68,68,not_applicable,1500428580483769021,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,2.486774119958568e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m069,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,69,69,not_applicable,2404510891055909092,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,3.060454334402607e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m070,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,70,70,not_applicable,9230928699310487270,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,3.1524008958783156e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m071,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,71,71,not_applicable,7235443260716414647,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,3.2701539254276213e-09,1000.0,0.99
golovin_controlled_high_resolution_convergence_v1_N016384_dt0p1_m072,golovin,golovin_controlled_high_resolution_convergence_v1,controlled,72,72,not_applicable,15018895619106101443,16384,0.1,300.0,3600.0,crossed_between_outputs,2700.000047683716,3000.0,3000.0,1000.0,0.1,3.330183351302196e-09,1000.0,0.99
